pair_sml,state,pair
CC[S+](CC)CC.[O-]S(=O)(C)=O,0.0,triethylsulfonium methanesulfonate
CC[S+](CC)CC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,triethylsulfonium tosylate
CC[S+](CC)CC.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,triethylsulfonium perfluorobutanesulfonate
CC[S+](CC)CC.O=C([H])[O-],-0.0,triethylsulfonium formate
CC[S+](CC)CC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,triethylsulfonium bis(2-ethylhexyl)phosphate
CC[S+](CC)CC.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"triethylsulfonium 1,1,2,2-tetrafluoroethanesulfonate"
CC[S+](CC)CC.[O-]P(OCCCC)(OCCCC)=O,-0.0,triethylsulfonium dibutylphosphate
CC[S+](CC)CC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,triethylsulfonium bis(pentafluoroethylsulfonyl)imide
CC[S+](CC)CC.[O-]P(O)(O)=O,0.0,triethylsulfonium dihydrogen phosphate
CC[S+](CC)CC.O=C(C(F)(F)F)[O-],0.0,triethylsulfonium trifluoroacetate
CC[S+](CC)CC.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,triethylsulfonium dodecylbenzenesulfonate
CC[S+](CC)CC.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"triethylsulfonium bis(2,4,4-trimethylpentyl)phosphinate"
CC[S+](CC)CC.[O-]P(OCC)(OCC)=O,-0.0,triethylsulfonium diethyl phosphate
CC[S+](CC)CC.[O-]P(OC)(OC)=O,0.0,triethylsulfonium dimethyl phosphate
CC[S+](CC)CC.[O-]S(=O)(OC)=O,-0.0,triethylsulfonium methyl sulfate
CC[S+](CC)CC.N#C[N-]C#N,-0.0,triethylsulfonium dicyanamide
CC[S+](CC)CC.[O-][N+]([O-])=O,0.0,triethylsulfonium nitrate
CC[S+](CC)CC.N#C[C-](C#N)C#N,-0.0,triethylsulfonium tricyanomethanide
CC[S+](CC)CC.O=C(CCCCCCCCC)[O-],0.0,triethylsulfonium decanoate
CC[S+](CC)CC.F[B-](F)(F)F,0.0,triethylsulfonium tetrafluoroborate
CC[S+](CC)CC.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,triethylsulfonium bis(fluorosulfonyl)imide
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[O-],0.0,trihexyltetradecylphosphonium triflate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[S-]C#N,0.0,trihexyltetradecylphosphonium thiocyanate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.O=C(C)[O-],0.0,trihexyltetradecylphosphonium acetate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]S(=O)(OCC)=O,0.0,trihexyltetradecylphosphonium ethyl sulfate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]S(=O)(O)=O,0.0,trihexyltetradecylphosphonium hydrogensulfate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]S(=O)(C)=O,0.0,trihexyltetradecylphosphonium methanesulfonate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,trihexyltetradecylphosphonium tosylate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,trihexyltetradecylphosphonium perfluorobutanesulfonate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.O=C([H])[O-],0.0,trihexyltetradecylphosphonium formate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"trihexyltetradecylphosphonium 1,1,2,2-tetrafluoroethanesulfonate"
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]P(OCCCC)(OCCCC)=O,0.0,trihexyltetradecylphosphonium dibutylphosphate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,trihexyltetradecylphosphonium bis(pentafluoroethylsulfonyl)imide
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]P(O)(O)=O,0.0,trihexyltetradecylphosphonium dihydrogen phosphate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.O=C(C(F)(F)F)[O-],0.0,trihexyltetradecylphosphonium trifluoroacetate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,trihexyltetradecylphosphonium dodecylbenzenesulfonate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]P(OCC)(OCC)=O,0.0,trihexyltetradecylphosphonium diethyl phosphate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]P(OC)(OC)=O,0.0,trihexyltetradecylphosphonium dimethyl phosphate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]S(=O)(OC)=O,0.0,trihexyltetradecylphosphonium methyl sulfate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-][N+]([O-])=O,0.0,trihexyltetradecylphosphonium nitrate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.F[B-](F)(F)F,0.0,trihexyltetradecylphosphonium tetrafluoroborate
CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,trihexyltetradecylphosphonium bis(fluorosulfonyl)imide
C[P+](CC(C)C)(CC(C)C)CC(C)C.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.0,triisobutylmethylphosphonium bis(trifluoromethylsulfonyl)imide
C[P+](CC(C)C)(CC(C)C)CC(C)C.C(F)(F)(F)S(=O)(=O)[O-],0.0,triisobutylmethylphosphonium triflate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[S-]C#N,0.0,triisobutylmethylphosphonium thiocyanate
C[P+](CC(C)C)(CC(C)C)CC(C)C.O=C(C)[O-],0.0,triisobutylmethylphosphonium acetate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-]S(=O)(OCC)=O,0.0,triisobutylmethylphosphonium ethyl sulfate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-]S(=O)(O)=O,0.0,triisobutylmethylphosphonium hydrogensulfate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-]S(=O)(C)=O,0.0,triisobutylmethylphosphonium methanesulfonate
C[P+](CC(C)C)(CC(C)C)CC(C)C.O=C([H])[O-],0.0,triisobutylmethylphosphonium formate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,triisobutylmethylphosphonium bis(2-ethylhexyl)phosphate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-]P(OCCCC)(OCCCC)=O,0.0,triisobutylmethylphosphonium dibutylphosphate
C[P+](CC(C)C)(CC(C)C)CC(C)C.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,triisobutylmethylphosphonium bis(pentafluoroethylsulfonyl)imide
C[P+](CC(C)C)(CC(C)C)CC(C)C.O=C(C(F)(F)F)[O-],0.0,triisobutylmethylphosphonium trifluoroacetate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,triisobutylmethylphosphonium dodecylbenzenesulfonate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"triisobutylmethylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-]P(OCC)(OCC)=O,0.0,triisobutylmethylphosphonium diethyl phosphate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-]P(OC)(OC)=O,0.0,triisobutylmethylphosphonium dimethyl phosphate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-]S(=O)(OC)=O,0.0,triisobutylmethylphosphonium methyl sulfate
C[P+](CC(C)C)(CC(C)C)CC(C)C.N#C[N-]C#N,0.0,triisobutylmethylphosphonium dicyanamide
C[P+](CC(C)C)(CC(C)C)CC(C)C.[O-][N+]([O-])=O,0.0,triisobutylmethylphosphonium nitrate
C[P+](CC(C)C)(CC(C)C)CC(C)C.N#C[C-](C#N)C#N,-0.0,triisobutylmethylphosphonium tricyanomethanide
C[P+](CC(C)C)(CC(C)C)CC(C)C.O=C(CCCCCCCCC)[O-],0.0,triisobutylmethylphosphonium decanoate
C[P+](CC(C)C)(CC(C)C)CC(C)C.F[B-](F)(F)F,0.0,triisobutylmethylphosphonium tetrafluoroborate
C[P+](CC(C)C)(CC(C)C)CC(C)C.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,triisobutylmethylphosphonium bis(fluorosulfonyl)imide
C[N+]1=C(C)NC=C1.[S-]C#N,0.0,"1,2-dimethylimidazolium thiocyanate"
C[N+]1=C(C)NC=C1.O=C(C)[O-],0.0,"1,2-dimethylimidazolium acetate"
C[N+]1=C(C)NC=C1.[O-]S(=O)(OCC)=O,0.0,"1,2-dimethylimidazolium ethyl sulfate"
C[N+]1=C(C)NC=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,"1,2-dimethylimidazolium tosylate"
C[N+]1=C(C)NC=C1.O=C([H])[O-],0.0,"1,2-dimethylimidazolium formate"
C[N+]1=C(C)NC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,"1,2-dimethylimidazolium bis(2-ethylhexyl)phosphate"
C[N+]1=C(C)NC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,"1,2-dimethylimidazolium dibutylphosphate"
C[N+]1=C(C)NC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,"1,2-dimethylimidazolium bis(pentafluoroethylsulfonyl)imide"
C[N+]1=C(C)NC=C1.[O-]P(OCC)(OCC)=O,0.0,"1,2-dimethylimidazolium diethyl phosphate"
C[N+]1=C(C)NC=C1.[O-]P(OC)(OC)=O,0.0,"1,2-dimethylimidazolium dimethyl phosphate"
C[N+]1=C(C)NC=C1.[O-]S(=O)(OC)=O,0.0,"1,2-dimethylimidazolium methyl sulfate"
C[N+]1=C(C)NC=C1.N#C[N-]C#N,0.0,"1,2-dimethylimidazolium dicyanamide"
C[N+]1=C(C)NC=C1.N#C[C-](C#N)C#N,-0.0,"1,2-dimethylimidazolium tricyanomethanide"
C[N+]1=C(C)NC=C1.O=C(CCCCCCCCC)[O-],0.0,"1,2-dimethylimidazolium decanoate"
C[N+]1=C(C)NC=C1.F[B-](F)(F)F,0.0,"1,2-dimethylimidazolium tetrafluoroborate"
C[N+]1=C(C)NC=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,"1,2-dimethylimidazolium bis(fluorosulfonyl)imide"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.0,"1,3-didecyl-2-methylimidazolium bis(trifluoromethylsulfonyl)imide"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.C(F)(F)(F)S(=O)(=O)[O-],0.0,"1,3-didecyl-2-methylimidazolium triflate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[S-]C#N,0.0,"1,3-didecyl-2-methylimidazolium thiocyanate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.O=C(C)[O-],0.0,"1,3-didecyl-2-methylimidazolium acetate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[O-]S(=O)(OCC)=O,0.0,"1,3-didecyl-2-methylimidazolium ethyl sulfate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[O-]S(=O)(O)=O,0.0,"1,3-didecyl-2-methylimidazolium hydrogensulfate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[O-]S(=O)(C)=O,0.0,"1,3-didecyl-2-methylimidazolium methanesulfonate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,"1,3-didecyl-2-methylimidazolium tosylate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.O=C([H])[O-],0.0,"1,3-didecyl-2-methylimidazolium formate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,"1,3-didecyl-2-methylimidazolium bis(2-ethylhexyl)phosphate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[O-]P(OCCCC)(OCCCC)=O,0.0,"1,3-didecyl-2-methylimidazolium dibutylphosphate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,"1,3-didecyl-2-methylimidazolium bis(pentafluoroethylsulfonyl)imide"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.O=C(C(F)(F)F)[O-],0.0,"1,3-didecyl-2-methylimidazolium trifluoroacetate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1,3-didecyl-2-methylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[O-]P(OCC)(OCC)=O,0.0,"1,3-didecyl-2-methylimidazolium diethyl phosphate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[O-]P(OC)(OC)=O,0.0,"1,3-didecyl-2-methylimidazolium dimethyl phosphate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[O-]S(=O)(OC)=O,0.0,"1,3-didecyl-2-methylimidazolium methyl sulfate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.N#C[N-]C#N,0.0,"1,3-didecyl-2-methylimidazolium dicyanamide"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.N#C[C-](C#N)C#N,0.0,"1,3-didecyl-2-methylimidazolium tricyanomethanide"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.O=C(CCCCCCCCC)[O-],0.0,"1,3-didecyl-2-methylimidazolium decanoate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.F[B-](F)(F)F,0.0,"1,3-didecyl-2-methylimidazolium tetrafluoroborate"
CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,"1,3-didecyl-2-methylimidazolium bis(fluorosulfonyl)imide"
CN1C=C[N+](CCOC)=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-(2-methoxyethyl)-3-methylimidazolium triflate
CN1C=C[N+](CCOC)=C1.[S-]C#N,-0.0,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate
CN1C=C[N+](CCOC)=C1.O=C(C)[O-],-0.0,1-(2-methoxyethyl)-3-methylimidazolium acetate
CN1C=C[N+](CCOC)=C1.[O-]S(=O)(OCC)=O,-0.0,1-(2-methoxyethyl)-3-methylimidazolium ethyl sulfate
CN1C=C[N+](CCOC)=C1.[O-]S(=O)(O)=O,0.0,1-(2-methoxyethyl)-3-methylimidazolium hydrogensulfate
CN1C=C[N+](CCOC)=C1.[O-]S(=O)(C)=O,0.0,1-(2-methoxyethyl)-3-methylimidazolium methanesulfonate
CN1C=C[N+](CCOC)=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-(2-methoxyethyl)-3-methylimidazolium tosylate
CN1C=C[N+](CCOC)=C1.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,1-(2-methoxyethyl)-3-methylimidazolium perfluorobutanesulfonate
CN1C=C[N+](CCOC)=C1.O=C([H])[O-],-0.0,1-(2-methoxyethyl)-3-methylimidazolium formate
CN1C=C[N+](CCOC)=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-(2-methoxyethyl)-3-methylimidazolium bis(2-ethylhexyl)phosphate
CN1C=C[N+](CCOC)=C1.[Cl-],0.0,1-(2-methoxyethyl)-3-methylimidazolium chloride
CN1C=C[N+](CCOC)=C1.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"1-(2-methoxyethyl)-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
CN1C=C[N+](CCOC)=C1.[O-]P(OCCCC)(OCCCC)=O,-0.0,1-(2-methoxyethyl)-3-methylimidazolium dibutylphosphate
CN1C=C[N+](CCOC)=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-(2-methoxyethyl)-3-methylimidazolium bis(pentafluoroethylsulfonyl)imide
CN1C=C[N+](CCOC)=C1.[O-]P(O)(O)=O,0.0,1-(2-methoxyethyl)-3-methylimidazolium dihydrogen phosphate
CN1C=C[N+](CCOC)=C1.O=C(C(F)(F)F)[O-],0.0,1-(2-methoxyethyl)-3-methylimidazolium trifluoroacetate
CN1C=C[N+](CCOC)=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-(2-methoxyethyl)-3-methylimidazolium dodecylbenzenesulfonate
CN1C=C[N+](CCOC)=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-(2-methoxyethyl)-3-methylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CN1C=C[N+](CCOC)=C1.[O-]P(OCC)(OCC)=O,-0.0,1-(2-methoxyethyl)-3-methylimidazolium diethyl phosphate
CN1C=C[N+](CCOC)=C1.[O-]P(OC)(OC)=O,0.0,1-(2-methoxyethyl)-3-methylimidazolium dimethyl phosphate
CN1C=C[N+](CCOC)=C1.[O-]S(=O)(OC)=O,-0.0,1-(2-methoxyethyl)-3-methylimidazolium methyl sulfate
CN1C=C[N+](CCOC)=C1.N#C[N-]C#N,-0.0,1-(2-methoxyethyl)-3-methylimidazolium dicyanamide
CN1C=C[N+](CCOC)=C1.[O-][N+]([O-])=O,0.0,1-(2-methoxyethyl)-3-methylimidazolium nitrate
CN1C=C[N+](CCOC)=C1.N#C[C-](C#N)C#N,-0.0,1-(2-methoxyethyl)-3-methylimidazolium tricyanomethanide
CN1C=C[N+](CCOC)=C1.O=C(CCCCCCCCC)[O-],0.0,1-(2-methoxyethyl)-3-methylimidazolium decanoate
CN1C=C[N+](CCOC)=C1.F[B-](F)(F)F,0.0,1-(2-methoxyethyl)-3-methylimidazolium tetrafluoroborate
CN1C=C[N+](CCOC)=C1.[Br-],0.0,1-(2-methoxyethyl)-3-methylimidazolium bromide
CN1C=C[N+](CCOC)=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-(2-methoxyethyl)-3-methylimidazolium bis(fluorosulfonyl)imide
CCCC[N+]1=CN(CC)C=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-butyl-3-ethylimidazolium triflate
CCCC[N+]1=CN(CC)C=C1.[S-]C#N,0.0,1-butyl-3-ethylimidazolium thiocyanate
CCCC[N+]1=CN(CC)C=C1.O=C(C)[O-],0.0,1-butyl-3-ethylimidazolium acetate
CCCC[N+]1=CN(CC)C=C1.[O-]S(=O)(OCC)=O,-0.0,1-butyl-3-ethylimidazolium ethyl sulfate
CCCC[N+]1=CN(CC)C=C1.[O-]S(=O)(O)=O,0.0,1-butyl-3-ethylimidazolium hydrogensulfate
CCCC[N+]1=CN(CC)C=C1.[O-]S(=O)(C)=O,0.0,1-butyl-3-ethylimidazolium methanesulfonate
CCCC[N+]1=CN(CC)C=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-butyl-3-ethylimidazolium tosylate
CCCC[N+]1=CN(CC)C=C1.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,1-butyl-3-ethylimidazolium perfluorobutanesulfonate
CCCC[N+]1=CN(CC)C=C1.O=C([H])[O-],0.0,1-butyl-3-ethylimidazolium formate
CCCC[N+]1=CN(CC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-butyl-3-ethylimidazolium bis(2-ethylhexyl)phosphate
CCCC[N+]1=CN(CC)C=C1.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"1-butyl-3-ethylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
CCCC[N+]1=CN(CC)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-butyl-3-ethylimidazolium dibutylphosphate
CCCC[N+]1=CN(CC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-butyl-3-ethylimidazolium bis(pentafluoroethylsulfonyl)imide
CCCC[N+]1=CN(CC)C=C1.[O-]P(O)(O)=O,0.0,1-butyl-3-ethylimidazolium dihydrogen phosphate
CCCC[N+]1=CN(CC)C=C1.O=C(C(F)(F)F)[O-],0.0,1-butyl-3-ethylimidazolium trifluoroacetate
CCCC[N+]1=CN(CC)C=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-butyl-3-ethylimidazolium dodecylbenzenesulfonate
CCCC[N+]1=CN(CC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-butyl-3-ethylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CCCC[N+]1=CN(CC)C=C1.[O-]P(OCC)(OCC)=O,-0.0,1-butyl-3-ethylimidazolium diethyl phosphate
CCCC[N+]1=CN(CC)C=C1.[O-]P(OC)(OC)=O,0.0,1-butyl-3-ethylimidazolium dimethyl phosphate
CCCC[N+]1=CN(CC)C=C1.[O-]S(=O)(OC)=O,0.0,1-butyl-3-ethylimidazolium methyl sulfate
CCCC[N+]1=CN(CC)C=C1.N#C[N-]C#N,-0.0,1-butyl-3-ethylimidazolium dicyanamide
CCCC[N+]1=CN(CC)C=C1.[O-][N+]([O-])=O,0.0,1-butyl-3-ethylimidazolium nitrate
CCCC[N+]1=CN(CC)C=C1.N#C[C-](C#N)C#N,-0.0,1-butyl-3-ethylimidazolium tricyanomethanide
CCCC[N+]1=CN(CC)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-butyl-3-ethylimidazolium decanoate
CCCC[N+]1=CN(CC)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-butyl-3-ethylimidazolium bis(fluorosulfonyl)imide
CC[N+]1(C)CCCCC1.[O-]S(=O)(OCC)=O,0.0,1-ethyl-1-methylpyrrolidinium ethyl sulfate
CC[N+]1(C)CCCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-ethyl-1-methylpyrrolidinium bis(2-ethylhexyl)phosphate
CC[N+]1(C)CCCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-ethyl-1-methylpyrrolidinium dibutylphosphate
CC[N+]1(C)CCCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-ethyl-1-methylpyrrolidinium bis(pentafluoroethylsulfonyl)imide
CC[N+]1(C)CCCCC1.[O-]P(OCC)(OCC)=O,0.0,1-ethyl-1-methylpyrrolidinium diethyl phosphate
CC[N+]1(C)CCCCC1.N#C[N-]C#N,0.0,1-ethyl-1-methylpyrrolidinium dicyanamide
CC[N+]1(C)CCCCC1.N#C[C-](C#N)C#N,0.0,1-ethyl-1-methylpyrrolidinium tricyanomethanide
CC[N+]1(C)CCCCC1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-ethyl-1-methylpyrrolidinium bis(fluorosulfonyl)imide
CN1C=C[N+](CCCCC)=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-methyl-3-pentylimidazolium triflate
CN1C=C[N+](CCCCC)=C1.[S-]C#N,0.0,1-methyl-3-pentylimidazolium thiocyanate
CN1C=C[N+](CCCCC)=C1.O=C(C)[O-],0.0,1-methyl-3-pentylimidazolium acetate
CN1C=C[N+](CCCCC)=C1.[O-]S(=O)(OCC)=O,0.0,1-methyl-3-pentylimidazolium ethyl sulfate
CN1C=C[N+](CCCCC)=C1.[O-]S(=O)(O)=O,0.0,1-methyl-3-pentylimidazolium hydrogensulfate
CN1C=C[N+](CCCCC)=C1.[O-]S(=O)(C)=O,0.0,1-methyl-3-pentylimidazolium methanesulfonate
CN1C=C[N+](CCCCC)=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-methyl-3-pentylimidazolium tosylate
CN1C=C[N+](CCCCC)=C1.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,1-methyl-3-pentylimidazolium perfluorobutanesulfonate
CN1C=C[N+](CCCCC)=C1.O=C([H])[O-],0.0,1-methyl-3-pentylimidazolium formate
CN1C=C[N+](CCCCC)=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-methyl-3-pentylimidazolium bis(2-ethylhexyl)phosphate
CN1C=C[N+](CCCCC)=C1.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"1-methyl-3-pentylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
CN1C=C[N+](CCCCC)=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-methyl-3-pentylimidazolium dibutylphosphate
CN1C=C[N+](CCCCC)=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-methyl-3-pentylimidazolium bis(pentafluoroethylsulfonyl)imide
CN1C=C[N+](CCCCC)=C1.[O-]P(O)(O)=O,0.0,1-methyl-3-pentylimidazolium dihydrogen phosphate
CN1C=C[N+](CCCCC)=C1.O=C(C(F)(F)F)[O-],0.0,1-methyl-3-pentylimidazolium trifluoroacetate
CN1C=C[N+](CCCCC)=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-methyl-3-pentylimidazolium dodecylbenzenesulfonate
CN1C=C[N+](CCCCC)=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-methyl-3-pentylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CN1C=C[N+](CCCCC)=C1.[O-]P(OCC)(OCC)=O,-0.0,1-methyl-3-pentylimidazolium diethyl phosphate
CN1C=C[N+](CCCCC)=C1.[O-]P(OC)(OC)=O,0.0,1-methyl-3-pentylimidazolium dimethyl phosphate
CN1C=C[N+](CCCCC)=C1.[O-]S(=O)(OC)=O,0.0,1-methyl-3-pentylimidazolium methyl sulfate
